Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00 1591020/1591020     std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>::_M_ptr() [504]
[858]    0.0    0.00    0.00 1591020         __gnu_cxx::__aligned_buffer<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()> >::_M_ptr() [858]
                0.00    0.00 1591013/1591013     __gnu_cxx::__aligned_buffer<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()> >::_M_addr() [859]
-----------------------------------------------
                0.00    0.00 1591013/1591013     __gnu_cxx::__aligned_buffer<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()> >::_M_ptr() [858]
[859]    0.0    0.00    0.00 1591013         __gnu_cxx::__aligned_buffer<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()> >::_M_addr() [859]
-----------------------------------------------
                0.00    0.00 1550811/1550811     void std::__future_base::_State_baseV2::_S_check<std::__future_base::_State_baseV2>(std::shared_ptr<std::__future_base::_State_baseV2> const&) [506]
[860]    0.0    0.00    0.00 1550811         std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2>::operator bool() const [860]
-----------------------------------------------
                0.00    0.00  749917/1501176     void std::__invoke_impl<void, Math::Matrix::operator*=(Math::Matrix const&)::{lambda(int, int)#1}&, int, int>(std::__invoke_other, Math::Matrix::operator*=(Math::Matrix const&)::{lambda(int, int)#1}&, int&&, int&&) [123]
                0.00    0.00  751259/1501176     std::enable_if<is_invocable_r_v<void, Math::Matrix::operator*=(Math::Matrix const&)::{lambda(int, int)#1}&, int, int>, void>::type std::__invoke_r<void, Math::Matrix::operator*=(Math::Matrix const&)::{lambda(int, int)#1}&, int, int>(Math::Matrix::operator*=(Math::Matrix const&)::{lambda(int, int)#1}&, int&&, int&&) [124]
[861]    0.0    0.00    0.00 1501176         Math::Matrix::operator*=(Math::Matrix const&)::{lambda(int, int)#1}& std::forward<Math::Matrix::operator*=(Math::Matrix const&)::{lambda(int, int)#1}&>(std::remove_reference<Math::Matrix::operator*=(Math::Matrix const&)::{lambda(int, int)#1}&>::type&) [861]
-----------------------------------------------
                0.00    0.00 1447848/1447848     void std::_Destroy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [652]
[862]    0.0    0.00    0.00 1447848         void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [862]
-----------------------------------------------
                0.00    0.00      21/1392409     void std::vector<Math::Matrix, std::allocator<Math::Matrix> >::_M_realloc_insert<Math::Matrix>(__gnu_cxx::__normal_iterator<Math::Matrix*, std::vector<Math::Matrix, std::allocator<Math::Matrix> > >, Math::Matrix&&) [719]
                0.00    0.00  299948/1392409     std::vector<Math::Matrix, std::allocator<Math::Matrix> >::_M_default_initialize(unsigned long) [132]
                0.00    0.00  393327/1392409     std::vector<Math::Matrix, std::allocator<Math::Matrix> >::vector(std::vector<Math::Matrix, std::allocator<Math::Matrix> > const&) [116]
                0.00    0.00  699113/1392409     std::vector<Math::Matrix, std::allocator<Math::Matrix> >::~vector() [199]
[863]    0.0    0.00    0.00 1392409         std::_Vector_base<Math::Matrix, std::allocator<Math::Matrix> >::_M_get_Tp_allocator() [863]
-----------------------------------------------
                0.00    0.00  199553/1391236     Math::Matrix::iProd(Math::Matrix, Math::Matrix const&) [35]
                0.00    0.00  393958/1391236     Math::Matrix::hProd(Math::Matrix, Math::Matrix const&) [163]
                0.00    0.00  797725/1391236     Math::Matrix::oProd(Math::Matrix const&, Math::Matrix const&) [15]
[864]    0.0    0.00    0.00 1391236         Math::Matrix::getCols() const [864]
-----------------------------------------------
                0.00    0.00 1385657/1385657     std::allocator<Math::Matrix>::allocator(std::allocator<Math::Matrix> const&) [866]
[865]    0.0    0.00    0.00 1385657         __gnu_cxx::new_allocator<Math::Matrix>::new_allocator(__gnu_cxx::new_allocator<Math::Matrix> const&) [865]
-----------------------------------------------
                0.00    0.00  299940/1385247     std::vector<Math::Matrix, std::allocator<Math::Matrix> >::_S_check_init_len(unsigned long, std::allocator<Math::Matrix> const&) [600]
                0.00    0.00  392506/1385247     std::allocator_traits<std::allocator<Math::Matrix> >::select_on_container_copy_construction(std::allocator<Math::Matrix> const&) [938]
                0.00    0.00  692801/1385247     std::_Vector_base<Math::Matrix, std::allocator<Math::Matrix> >::_Vector_impl::_Vector_impl(std::allocator<Math::Matrix> const&) [900]
[866]    0.0    0.00    0.00 1385247         std::allocator<Math::Matrix>::allocator(std::allocator<Math::Matrix> const&) [866]
                0.00    0.00 1385657/1385657     __gnu_cxx::new_allocator<Math::Matrix>::new_allocator(__gnu_cxx::new_allocator<Math::Matrix> const&) [865]
-----------------------------------------------
                0.00    0.00  596909/1193876     std::enable_if<is_invocable_r_v<double, Activation::Sigmoid::fnDerv(Math::Matrix)::{lambda(double)#1}&, double>, double>::type std::__invoke_r<double, Activation::Sigmoid::fnDerv(Math::Matrix)::{lambda(double)#1}&, double>(Activation::Sigmoid::fnDerv(Math::Matrix)::{lambda(double)#1}&, double&&) [656]
                0.00    0.00  596967/1193876     double std::__invoke_impl<double, Activation::Sigmoid::fnDerv(Math::Matrix)::{lambda(double)#1}&, double>(std::__invoke_other, Activation::Sigmoid::fnDerv(Math::Matrix)::{lambda(double)#1}&, double&&) [682]
[867]    0.0    0.00    0.00 1193876         Activation::Sigmoid::fnDerv(Math::Matrix)::{lambda(double)#1}& std::forward<Activation::Sigmoid::fnDerv(Math::Matrix)::{lambda(double)#1}&>(std::remove_reference<Activation::Sigmoid::fnDerv(Math::Matrix)::{lambda(double)#1}&>::type&) [867]
-----------------------------------------------
                0.00    0.00  394237/1192189     Math::Matrix::hProd(Math::Matrix, Math::Matrix const&) [163]
                0.00    0.00  398858/1192189     Math::Matrix::oProd(Math::Matrix const&, Math::Matrix const&) [15]
                0.00    0.00  399094/1192189     Math::Matrix::iProd(Math::Matrix, Math::Matrix const&) [35]
[868]    0.0    0.00    0.00 1192189         Math::Matrix::getRows() const [868]
-----------------------------------------------
                0.00    0.00 1190102/1190102     Math::Matrix* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Math::Matrix const*, std::vector<Math::Matrix, std::allocator<Math::Matrix> > >, Math::Matrix*>(__gnu_cxx::__normal_iterator<Math::Matrix const*, std::vector<Math::Matrix, std::allocator<Math::Matrix> > >, __gnu_cxx::__normal_iterator<Math::Matrix const*, std::vector<Math::Matrix, std::allocator<Math::Matrix> > >, Math::Matrix*) [148]
[869]    0.0    0.00    0.00 1190102         bool __gnu_cxx::operator==<Math::Matrix const*, Math::Matrix const*, std::vector<Math::Matrix, std::allocator<Math::Matrix> > >(__gnu_cxx::__normal_iterator<Math::Matrix const*, std::vector<Math::Matrix, std::allocator<Math::Matrix> > > const&, __gnu_cxx::__normal_iterator<Math::Matrix const*, std::vector<Math::Matrix, std::allocator<Math::Matrix> > > const&) [869]
                0.00    0.00 2380933/2380933     __gnu_cxx::__normal_iterator<Math::Matrix const*, std::vector<Math::Matrix, std::allocator<Math::Matrix> > >::base() const [831]
-----------------------------------------------
                0.00    0.00 1165012/1165012     std::function<void ()>::function<Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1})::{lambda()#1}, void>(Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1})::{lambda()#1}&&) [176]
[870]    0.0    0.00    0.00 1165012         bool std::_Function_base::_Base_manager<Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1})::{lambda()#1}>::_M_not_empty_function<Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1})::{lambda()#1}>(Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1})::{lambda()#1} const&) [870]
-----------------------------------------------
                0.00    0.00 1163955/1163955     std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, std::allocator<int>, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int> const&>(std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>*&, std::_Sp_alloc_shared_tag<std::allocator<int> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&&, std::allocator<int> const&) [74]
[871]    0.0    0.00    0.00 1163955         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> > >::operator=(decltype(nullptr)) [871]
-----------------------------------------------
                0.00    0.00  576610/1154115     void std::__invoke_impl<void, Math::Matrix::oProd(Math::Matrix const&, Math::Matrix const&)::{lambda(int, int)#1}&, int, int>(std::__invoke_other, Math::Matrix::oProd(Math::Matrix const&, Math::Matrix const&)::{lambda(int, int)#1}&, int&&, int&&) [262]
                0.00    0.00  577505/1154115     std::enable_if<is_invocable_r_v<void, Math::Matrix::oProd(Math::Matrix const&, Math::Matrix const&)::{lambda(int, int)#1}&, int, int>, void>::type std::__invoke_r<void, Math::Matrix::oProd(Math::Matrix const&, Math::Matrix const&)::{lambda(int, int)#1}&, int, int>(Math::Matrix::oProd(Math::Matrix const&, Math::Matrix const&)::{lambda(int, int)#1}&, int&&, int&&) [263]
[872]    0.0    0.00    0.00 1154115         Math::Matrix::oProd(Math::Matrix const&, Math::Matrix const&)::{lambda(int, int)#1}& std::forward<Math::Matrix::oProd(Math::Matrix const&, Math::Matrix const&)::{lambda(int, int)#1}&>(std::remove_reference<Math::Matrix::oProd(Math::Matrix const&, Math::Matrix const&)::{lambda(int, int)#1}&>::type&) [872]
-----------------------------------------------
                0.00    0.00 1152127/1152127     __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> >::allocate(unsigned long, void const*) [510]
[873]    0.0    0.00    0.00 1152127         __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> >::_M_max_size() const [873]
-----------------------------------------------
                0.00    0.00 1150542/1150542     std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> > >::get() [875]
[874]    0.0    0.00    0.00 1150542         std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>* std::__to_address<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> >(std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>*) [874]
-----------------------------------------------
                0.00    0.00 1148769/1148769     std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, std::allocator<int>, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int> const&>(std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>*&, std::_Sp_alloc_shared_tag<std::allocator<int> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&&, std::allocator<int> const&) [74]
[875]    0.0    0.00    0.00 1148769         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> > >::get() [875]
                0.00    0.00 1150542/1150542     std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>* std::__to_address<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> >(std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>*) [874]
-----------------------------------------------
                0.00    0.00 1144997/1144997     std::_Function_base::_Base_manager<std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void> >::_M_destroy(std::_Any_data&, std::integral_constant<bool, true>) [877]
[876]    0.0    0.00    0.00 1144997         std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void>& std::_Any_data::_M_access<std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void> >() [876]
                0.00    0.00 1143971/8646925     std::_Any_data::_M_access() [805]
-----------------------------------------------
                0.00    0.00 1139515/1139515     std::_Function_base::_Base_manager<std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void> >::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [402]
[877]    0.0    0.00    0.00 1139515         std::_Function_base::_Base_manager<std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void> >::_M_destroy(std::_Any_data&, std::integral_constant<bool, true>) [877]
                0.00    0.00 1144997/1144997     std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void>& std::_Any_data::_M_access<std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void> >() [876]
-----------------------------------------------
                0.00    0.00       1/1119344     std::vector<int, std::allocator<int> >::vector(std::initializer_list<int>, std::allocator<int> const&) [750]
                0.00    0.00  559668/1119344     std::initializer_list<int>::end() const [917]
                0.00    0.00  559675/1119344     int std::min<int>(std::initializer_list<int>) [517]
[878]    0.0    0.00    0.00 1119344         std::initializer_list<int>::begin() const [878]
-----------------------------------------------
                0.00    0.00  549039/1098392     std::enable_if<is_invocable_r_v<void, Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2})::{lambda()#1}&>, void>::type std::__invoke_r<void, Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2})::{lambda()#1}&>(Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2})::{lambda()#1}&) [96]
                0.00    0.00  549353/1098392     void std::__invoke_impl<void, Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2})::{lambda()#1}&>(std::__invoke_other, Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2})::{lambda()#1}&) [98]
[879]    0.0    0.00    0.00 1098392         Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2})::{lambda()#1}& std::forward<Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2})::{lambda()#1}&>(std::remove_reference<Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2})::{lambda()#1}&>::type&) [879]
-----------------------------------------------
                0.00    0.00  544406/1089054     std::enable_if<is_invocable_r_v<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void>&>, std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> >::type std::__invoke_r<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void>&>(std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void>&) [95]
                0.00    0.00  544648/1089054     std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter> std::__invoke_impl<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void>&>(std::__invoke_other, std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void>&) [127]
[880]    0.0    0.00    0.00 1089054         std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void>& std::forward<std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void>&>(std::remove_reference<std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void>&>::type&) [880]
-----------------------------------------------
                0.00    0.00  544134/1088605     std::enable_if<is_invocable_r_v<void, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&>, void>::type std::__invoke_r<void, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&) [146]
                0.00    0.00  544471/1088605     void std::__invoke_impl<void, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&>(std::__invoke_other, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&) [145]
[881]    0.0    0.00    0.00 1088605         Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}& std::forward<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&>(std::remove_reference<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&>::type&) [881]
-----------------------------------------------
                0.00    0.00  490979/1039520     std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [442]
                0.00    0.00  548541/1039520     std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> >&) [680]
[882]    0.0    0.00    0.00 1039520         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>*) [882]
                0.00    0.00 1038526/1038526     std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> >* std::__addressof<std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> >&) [883]
-----------------------------------------------
                0.00    0.00 1038526/1038526     std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>*) [882]
